ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6341137,HP429266,07/02/2008 02:45:00 PM,006XX W WAYMAN ST,0810,THEFT,OVER $500,STREET,false,false,1212,012,27,28,06,1171576,1902339,2008,02/04/2016 06:33:39 AM,41.887481203,-87.645372811,"(41.887481203, -87.645372811)"
6341141,HP427108,06/28/2008 11:00:00 PM,066XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,0321,003,20,42,14,1182034,1861131,2008,02/04/2016 06:33:39 AM,41.774167116,-87.608245658,"(41.774167116, -87.608245658)"
6341142,HP428819,07/02/2008 10:20:00 AM,071XX S CYRIL AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0333,003,5,43,26,1190602,1857803,2008,02/04/2016 06:33:39 AM,41.764832296,-87.576944743,"(41.764832296, -87.576944743)"
6341143,HP425356,06/30/2008 04:45:00 PM,011XX W 115TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,2234,022,34,75,08A,1170592,1828530,2008,02/04/2016 06:33:39 AM,41.684962388,-87.651136919,"(41.684962388, -87.651136919)"
6341145,HP426907,07/01/2008 12:20:00 PM,005XX E 70TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,true,0322,003,6,69,04A,1181011,1858723,2008,02/04/2016 06:33:39 AM,41.76758293,-87.612069776,"(41.76758293, -87.612069776)"
6341149,HP428881,07/02/2008 11:30:00 AM,004XX W 104TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,2232,022,34,49,14,1175013,1835941,2008,02/04/2016 06:33:39 AM,41.705202077,-87.634732781,"(41.705202077, -87.634732781)"
6341150,HP429298,07/01/2008 11:00:00 PM,029XX N SHERIDAN RD,0810,THEFT,OVER $500,STREET,false,false,2333,019,44,6,06,1173072,1919589,2008,02/04/2016 06:33:39 AM,41.934783012,-87.639366558,"(41.934783012, -87.639366558)"
6341151,HP428666,07/01/2008 04:00:00 PM,010XX W 105TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2232,022,34,73,06,1171272,1835188,2008,02/04/2016 06:33:39 AM,41.703218192,-87.648453819,"(41.703218192, -87.648453819)"
6341155,HP429231,07/02/2008 01:00:00 PM,021XX N MOODY AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2512,025,29,19,08B,1135059,1913606,2008,02/04/2016 06:33:39 AM,41.919124345,-87.779208567,"(41.919124345, -87.779208567)"
6341156,HP429093,07/02/2008 01:00:00 PM,018XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,2533,025,31,19,07,1144104,1912030,2008,02/04/2016 06:33:39 AM,41.914634452,-87.746015381,"(41.914634452, -87.746015381)"
6341157,HP429233,07/02/2008 01:30:00 PM,020XX N KILPATRICK AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,2522,025,31,19,08A,1144718,1913316,2008,02/04/2016 06:33:39 AM,41.918151809,-87.743727124,"(41.918151809, -87.743727124)"
6341158,HP429177,07/02/2008 12:21:00 PM,011XX N PULASKI RD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1111,011,27,23,18,1149512,1907291,2008,02/04/2016 06:33:39 AM,41.901526829,-87.726270182,"(41.901526829, -87.726270182)"
6341159,HP429250,07/02/2008 02:40:00 PM,026XX W LE MOYNE ST,2026,NARCOTICS,POSS: PCP,SIDEWALK,true,false,1423,014,26,24,18,1158323,1909869,2008,02/04/2016 06:33:39 AM,41.908425421,-87.693835706,"(41.908425421, -87.693835706)"
6341160,HP429313,06/30/2008 09:00:00 AM,021XX W BERTEAU AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,false,false,1912,019,47,5,14,1161335,1927869,2008,02/04/2016 06:33:39 AM,41.957756402,-87.682268973,"(41.957756402, -87.682268973)"
6341161,HP429271,07/02/2008 10:00:00 AM,012XX W MONTROSE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2322,019,46,3,14,1166968,1929347,2008,02/04/2016 06:33:39 AM,41.961692786,-87.661517642,"(41.961692786, -87.661517642)"
6341162,HP429314,06/29/2008 09:30:00 AM,021XX N HALSTED ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1812,018,43,7,06,1170600,1914468,2008,02/04/2016 06:33:39 AM,41.920785298,-87.648601419,"(41.920785298, -87.648601419)"
6341163,HP429195,07/01/2008 11:00:00 PM,066XX N NEWGARD AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,2432,024,40,1,06,1165392,1944293,2008,02/04/2016 06:33:39 AM,42.002738833,-87.666884329,"(42.002738833, -87.666884329)"
6341165,HP429160,06/28/2008 06:00:00 AM,021XX W NORTH AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,1434,014,32,24,06,1161809,1910622,2008,02/04/2016 06:33:39 AM,41.910419677,-87.681008831,"(41.910419677, -87.681008831)"
6341167,HP429414,07/01/2008 09:00:00 AM,035XX S DR MARTIN LUTHER KING JR DR,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,0211,002,4,35,11,1179387,1881825,2008,02/04/2016 06:33:39 AM,41.831014114,-87.617317037,"(41.831014114, -87.617317037)"
6341169,HP429450,07/02/2008 03:00:00 PM,093XX S NORMAL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2223,022,21,73,06,1174605,1843063,2008,02/04/2016 06:33:39 AM,41.724754924,-87.636015607,"(41.724754924, -87.636015607)"
6341171,HP429280,06/20/2008 12:00:00 PM,014XX N MILWAUKEE AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,1424,014,1,24,10,1163685,1909846,2008,02/04/2016 06:33:39 AM,41.90825092,-87.674139042,"(41.90825092, -87.674139042)"
6341172,HP429343,06/29/2008 10:00:00 AM,042XX W HARRISON ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1132,011,24,26,06,1148348,1897025,2008,02/04/2016 06:33:39 AM,41.873378317,-87.730810487,"(41.873378317, -87.730810487)"
6341173,HP427208,07/01/2008 05:50:00 AM,017XX W WINONA ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,2032,020,47,3,14,1163804,1934246,2008,02/04/2016 06:33:39 AM,41.975203324,-87.673011434,"(41.975203324, -87.673011434)"
6341174,HP429471,07/02/2008 03:00:00 PM,052XX N PULASKI RD,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,1712,017,39,13,06,1148782,1934428,2008,02/04/2016 06:33:39 AM,41.976007195,-87.728248008,"(41.976007195, -87.728248008)"
6341179,HP428528,07/01/2008 03:30:00 PM,117XX S MARSHFIELD AVE,0810,THEFT,OVER $500,CONSTRUCTION SITE,false,false,2234,022,34,75,06,1167515,1826950,2008,02/04/2016 06:33:39 AM,41.680692908,-87.662446079,"(41.680692908, -87.662446079)"
6341180,HP428999,06/19/2008 11:00:00 AM,071XX S STONY ISLAND AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,0324,003,5,43,11,1188162,1857789,2008,02/04/2016 06:33:39 AM,41.764852409,-87.585888334,"(41.764852409, -87.585888334)"
6341183,HP427621,07/01/2008 06:10:00 PM,040XX W NORTH AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,2534,025,30,23,08B,1149315,1910333,2008,02/04/2016 06:33:39 AM,41.909878203,-87.726914799,"(41.909878203, -87.726914799)"
6341184,HP429337,07/02/2008 03:00:00 PM,082XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0622,006,21,44,07,1176420,1850389,2008,02/04/2016 06:33:39 AM,41.744817867,-87.629147731,"(41.744817867, -87.629147731)"
6341185,HP428829,06/18/2008 05:00:00 PM,003XX E 69TH ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,0322,003,20,69,07,1179273,1859328,2008,02/04/2016 06:33:39 AM,41.76928293,-87.618421821,"(41.76928293, -87.618421821)"
6341187,HP429347,07/02/2008 12:00:00 AM,006XX W 24TH PL,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0923,009,11,60,06,1172464,1887998,2008,02/04/2016 06:33:39 AM,41.848108887,-87.64253563,"(41.848108887, -87.64253563)"
6341188,HP429358,07/02/2008 01:00:00 PM,075XX N GREENVIEW AVE,0810,THEFT,OVER $500,STREET,false,false,2422,024,49,1,06,1164984,1950020,2008,02/04/2016 06:33:39 AM,42.018462529,-87.668221629,"(42.018462529, -87.668221629)"
6341189,HP173483,02/13/2008 08:30:00 AM,050XX S BLACKSTONE AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,2132,002,4,39,06,1186774,1871922,2008,02/04/2016 06:33:39 AM,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
6341190,HP428192,07/01/2008 11:50:00 PM,021XX W 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0735,007,17,67,18,1163153,1857554,2008,02/04/2016 06:33:39 AM,41.764767321,-87.677559881,"(41.764767321, -87.677559881)"
6341191,HP427856,07/01/2008 08:29:00 PM,052XX W LE MOYNE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2532,025,37,25,08B,1140952,1909469,2008,02/04/2016 06:33:39 AM,41.907665428,-87.757658692,"(41.907665428, -87.757658692)"
6341192,HP429304,06/30/2008 11:30:00 PM,025XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2112,001,2,33,07,1179231,1887720,2008,02/04/2016 06:33:39 AM,41.847193979,-87.617709197,"(41.847193979, -87.617709197)"
6341193,HP429365,07/02/2008 03:20:00 PM,003XX E SUPERIOR ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1834,018,42,8,06,1178660,1905435,2008,02/04/2016 06:33:39 AM,41.895817979,-87.619263899,"(41.895817979, -87.619263899)"
6341195,HP427793,07/01/2008 07:50:00 PM,075XX S COLFAX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0421,004,7,43,18,1194833,1855572,2008,02/04/2016 06:33:39 AM,41.758607126,-87.561510616,"(41.758607126, -87.561510616)"
6341196,HP427750,07/01/2008 07:50:00 PM,014XX N AVERS AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,true,false,2535,025,30,23,04A,1150446,1909339,2008,02/04/2016 06:33:39 AM,41.907128554,-87.722785931,"(41.907128554, -87.722785931)"
6341197,HP429380,07/02/2008 03:30:00 PM,051XX N MAJOR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1622,016,45,11,14,1137179,1933659,2008,02/04/2016 06:33:39 AM,41.97411396,-87.770935877,"(41.97411396, -87.770935877)"
6341199,HP417481,06/24/2008 12:08:00 PM,053XX S CORNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2132,002,5,41,05,1188157,1870293,2008,02/04/2016 06:33:39 AM,41.799164489,-87.585508076,"(41.799164489, -87.585508076)"
6341200,HP411746,06/23/2008 04:03:22 PM,004XX E 71ST ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0322,003,6,69,18,1180582,1858047,2008,02/04/2016 06:33:39 AM,41.765737777,-87.613662966,"(41.765737777, -87.613662966)"
6341201,HP427354,07/01/2008 03:45:00 PM,012XX N LOCKWOOD AVE,0460,BATTERY,SIMPLE,STREET,false,false,2532,025,37,25,08B,1140802,1907605,2008,02/04/2016 06:33:39 AM,41.902553158,-87.758255623,"(41.902553158, -87.758255623)"
6341202,HP429396,07/02/2008 12:00:00 PM,038XX W MARQUETTE RD,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0833,008,13,65,06,1151964,1859902,2008,02/04/2016 06:33:39 AM,41.771437376,-87.718509572,"(41.771437376, -87.718509572)"
6341203,HP425817,06/30/2008 08:30:00 PM,031XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2112,002,3,35,08B,1178115,1884255,2008,02/04/2016 06:33:39 AM,41.837711216,-87.621910198,"(41.837711216, -87.621910198)"
6341204,HP427911,07/01/2008 11:00:00 AM,014XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2535,025,30,23,08B,1149787,1909199,2008,02/04/2016 06:33:39 AM,41.906757227,-87.725210386,"(41.906757227, -87.725210386)"
6341206,HP429402,07/02/2008 02:00:00 PM,005XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,1831,018,42,8,06,1176278,1903807,2008,02/04/2016 06:33:39 AM,41.891404732,-87.628061509,"(41.891404732, -87.628061509)"
6341207,HP250422,03/28/2008 06:00:00 PM,046XX N KEDVALE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1722,017,39,14,06,1147909,1930192,2008,02/04/2016 06:33:39 AM,41.964400187,-87.73156781,"(41.964400187, -87.73156781)"
6341213,HP427408,07/01/2008 04:30:00 PM,072XX S EAST END AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,0324,003,8,43,03,1188788,1857330,2008,02/04/2016 06:33:39 AM,41.763577924,-87.583608567,"(41.763577924, -87.583608567)"
6341214,HP429315,07/02/2008 01:00:00 AM,042XX N MARINE DR,0810,THEFT,OVER $500,SIDEWALK,false,false,2323,019,46,3,06,1170986,1928779,2008,02/04/2016 06:33:39 AM,41.960046783,-87.646762046,"(41.960046783, -87.646762046)"
6341216,HP429334,07/02/2008 01:45:00 PM,025XX N NORMANDY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2512,025,36,18,06,1131321,1916235,2008,02/04/2016 06:33:39 AM,41.926404101,-87.792881805,"(41.926404101, -87.792881805)"
6341217,HP427371,07/01/2008 04:30:47 PM,090XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,true,false,2221,022,19,72,15,1161948,1844730,2008,02/04/2016 06:33:39 AM,41.729601441,-87.682332181,"(41.729601441, -87.682332181)"
6341219,HP426519,06/30/2008 08:00:00 PM,026XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2112,001,4,35,07,1178484,1887040,2008,02/04/2016 06:33:39 AM,41.845345061,-87.620471366,"(41.845345061, -87.620471366)"
6341220,HP429238,07/02/2008 09:00:00 AM,063XX S INGLESIDE AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0314,003,20,42,06,1183818,1863049,2008,02/04/2016 06:33:39 AM,41.779388822,-87.601646099,"(41.779388822, -87.601646099)"
6341222,HP428127,07/01/2008 10:45:00 PM,030XX N HAUSSEN CT,0460,BATTERY,SIMPLE,STREET,true,false,2523,025,30,21,08B,1150279,1920146,2008,02/04/2016 06:33:39 AM,41.936787194,-87.723116903,"(41.936787194, -87.723116903)"
6341223,HP427351,07/01/2008 02:46:00 PM,094XX S ASHLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,2221,022,21,73,11,1167325,1842212,2008,02/04/2016 06:33:39 AM,41.722578383,-87.662706548,"(41.722578383, -87.662706548)"
6341224,HP426577,06/30/2008 10:40:00 PM,036XX S LAKE PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2122,002,4,36,05,1182233,1881257,2008,02/04/2016 06:33:39 AM,41.829389915,-87.606892634,"(41.829389915, -87.606892634)"
6341225,HP423891,06/27/2008 10:30:00 PM,013XX N DAMEN AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1424,014,1,24,06,1162813,1909242,2008,02/04/2016 06:33:39 AM,41.906611845,-87.677359292,"(41.906611845, -87.677359292)"
6341226,HP429444,07/02/2008 04:18:00 PM,067XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0725,007,15,67,06,1166831,1860122,2008,02/04/2016 06:33:39 AM,41.771736514,-87.66400571,"(41.771736514, -87.66400571)"
6341227,HP429443,07/02/2008 02:30:00 AM,059XX S ABERDEEN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,false,0712,007,16,68,07,1169999,1865392,2008,02/04/2016 06:33:39 AM,41.786129784,-87.652239848,"(41.786129784, -87.652239848)"
6341228,HP424767,06/29/2008 05:30:00 AM,043XX W DIVERSEY AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,2523,025,31,20,08B,1146754,1918256,2008,02/04/2016 06:33:39 AM,41.931668983,-87.736120248,"(41.931668983, -87.736120248)"
6341229,HP416354,06/25/2008 08:00:00 AM,007XX S LYTLE ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1213,012,25,28,06,1168072,1897008,2008,02/04/2016 06:33:39 AM,41.872928905,-87.658394449,"(41.872928905, -87.658394449)"
6341231,HP428065,07/01/2008 10:10:00 PM,091XX S LEAVITT ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SIDEWALK,true,false,2221,022,19,72,14,1163294,1844102,2008,02/04/2016 06:33:39 AM,41.727850068,-87.677418917,"(41.727850068, -87.677418917)"
6341232,HP429496,07/02/2008 08:00:00 AM,012XX W KINZIE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1212,012,27,28,06,1168387,1902848,2008,02/04/2016 06:33:39 AM,41.888947495,-87.657068987,"(41.888947495, -87.657068987)"
6341233,HP429407,07/01/2008 12:00:00 AM,038XX W 58TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0822,008,13,62,05,1151832,1865540,2008,02/04/2016 06:33:39 AM,41.786911516,-87.718845761,"(41.786911516, -87.718845761)"
6341235,HP427784,07/01/2008 05:00:00 AM,011XX W DIVISION ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1822,018,32,8,06,1168652,1908163,2008,02/04/2016 06:33:39 AM,41.90352647,-87.655941702,"(41.90352647, -87.655941702)"
6341236,HP429506,06/22/2008 05:00:00 PM,030XX N KOSTNER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2523,025,31,20,08A,1146522,1919767,2008,02/04/2016 06:33:39 AM,41.935819737,-87.736934192,"(41.935819737, -87.736934192)"
6341238,HP429376,04/13/2008 10:00:00 AM,005XX E PERSHING RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,FOREST PRESERVE,false,false,0212,002,4,35,11,1180463,1879234,2008,02/04/2016 06:33:39 AM,41.82387954,-87.613448828,"(41.82387954, -87.613448828)"
6341239,HP429433,07/02/2008 12:00:00 PM,031XX S RACINE AVE,0820,THEFT,$500 AND UNDER,ALLEY,false,false,0924,009,11,60,06,1168831,1883826,2008,02/04/2016 06:33:39 AM,41.836739957,-87.655989596,"(41.836739957, -87.655989596)"
6341240,HP429509,07/01/2008 08:30:00 PM,071XX N ROCKWELL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2411,024,50,2,06,1157734,1947250,2008,02/04/2016 06:33:39 AM,42.011013054,-87.694976435,"(42.011013054, -87.694976435)"
6341241,HP429453,07/02/2008 01:00:00 AM,054XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0934,009,3,37,14,1175213,1868779,2008,02/04/2016 06:33:39 AM,41.795309131,-87.63302166,"(41.795309131, -87.63302166)"
6341242,HP429511,06/22/2008 12:01:00 AM,068XX S LANGLEY AVE,0610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,false,false,0321,003,6,42,05,1182067,1859887,2008,02/04/2016 06:33:39 AM,41.770752695,-87.608163139,"(41.770752695, -87.608163139)"
6341243,HP427220,07/01/2008 01:20:00 PM,061XX W FULLERTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2512,025,29,19,03,1135255,1915305,2008,02/04/2016 06:33:39 AM,41.923783122,-87.778448036,"(41.923783122, -87.778448036)"
6341244,HP429529,06/30/2008 09:00:00 AM,045XX W GEORGE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2521,025,31,20,11,1145711,1918896,2008,02/04/2016 06:33:39 AM,41.933445075,-87.739936865,"(41.933445075, -87.739936865)"
6341245,HP427102,07/01/2008 08:30:00 AM,017XX N MONITOR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2531,025,29,25,26,1137161,1910973,2008,02/04/2016 06:33:39 AM,41.911861555,-87.771548812,"(41.911861555, -87.771548812)"
6341247,HP429575,07/02/2008 12:00:00 AM,047XX N KIMBALL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1723,017,33,14,07,1152864,1931209,2008,02/04/2016 06:33:39 AM,41.967093962,-87.713322493,"(41.967093962, -87.713322493)"
6341248,HP429373,06/30/2008 10:30:00 AM,076XX S KEDZIE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,BANK,false,false,0835,008,18,70,26,1156366,1853877,2008,02/04/2016 06:33:39 AM,41.754816353,-87.702535145,"(41.754816353, -87.702535145)"
6341249,HP429598,06/02/2008 10:00:00 AM,025XX N KIMBALL AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,1413,014,35,22,11,1153280,1916695,2008,02/04/2016 06:33:39 AM,41.92725823,-87.712179653,"(41.92725823, -87.712179653)"
6341250,HP429603,07/02/2008 05:30:00 PM,058XX W 55TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,true,0811,008,23,56,26,1138199,1867522,2008,02/04/2016 06:33:39 AM,41.792606971,-87.768784912,"(41.792606971, -87.768784912)"
6341251,HP429582,07/02/2008 04:00:00 PM,005XX E 92ND PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0633,006,6,44,07,1181682,1843768,2008,02/04/2016 06:33:39 AM,41.726529292,-87.610071052,"(41.726529292, -87.610071052)"
6341252,HP429569,06/24/2008 12:01:00 AM,069XX S OGLESBY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,0331,003,5,43,26,1192969,1859337,2008,02/04/2016 06:33:39 AM,41.768984262,-87.568219171,"(41.768984262, -87.568219171)"
6341253,HP429342,07/02/2008 12:48:00 PM,061XX S KENNETH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0813,008,13,65,14,1147757,1863579,2008,02/04/2016 06:33:39 AM,41.781609164,-87.733837252,"(41.781609164, -87.733837252)"
6341254,HP429581,07/01/2008 06:30:00 PM,015XX W ESTES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2423,024,49,1,08B,1164848,1947486,2008,02/04/2016 06:33:39 AM,42.011512091,-87.668794476,"(42.011512091, -87.668794476)"
6341255,HP427292,07/01/2008 03:35:00 PM,100XX S PARNELL AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,2232,022,9,73,04B,1174401,1838417,2008,02/04/2016 06:33:39 AM,41.712010181,-87.636900521,"(41.712010181, -87.636900521)"
6341256,HP423795,06/28/2008 02:00:00 PM,012XX N MONTICELLO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2535,025,26,23,08B,1151810,1908057,2008,02/04/2016 06:33:39 AM,41.903583874,-87.71780913,"(41.903583874, -87.71780913)"
6341257,HP428071,07/01/2008 10:23:36 PM,014XX W 95TH ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2222,022,21,73,08B,1168212,1841736,2008,02/04/2016 06:33:39 AM,41.72125316,-87.659471219,"(41.72125316, -87.659471219)"
6341258,HP426854,07/01/2008 11:55:00 AM,003XX W CERMAK RD,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,2111,009,25,34,06,1174359,1889753,2008,02/04/2016 06:33:39 AM,41.852882701,-87.635528609,"(41.852882701, -87.635528609)"
6341259,HP429159,07/02/2008 01:55:00 PM,091XX S BEVERLY AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2221,022,19,72,03,1166174,1844247,2008,02/04/2016 06:33:39 AM,41.728187264,-87.66686482,"(41.728187264, -87.66686482)"
6341260,HP419358,06/27/2008 02:05:00 PM,054XX W BELMONT AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,2514,025,30,19,08B,1139722,1920746,2008,02/04/2016 06:33:39 AM,41.938633302,-87.761901059,"(41.938633302, -87.761901059)"
6341261,HP428798,07/02/2008 10:40:00 AM,092XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2222,022,21,73,08B,1168950,1843558,2008,02/04/2016 06:33:39 AM,41.726237115,-87.656715615,"(41.726237115, -87.656715615)"
6341262,HP426952,07/01/2008 12:15:00 PM,044XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,true,false,2123,002,4,39,08B,1182337,1875846,2008,02/04/2016 06:33:39 AM,41.814539325,-87.606678967,"(41.814539325, -87.606678967)"
6341263,HP429289,07/02/2008 02:45:00 PM,114XX S UNION AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,2233,022,34,49,08B,1173696,1828978,2008,02/04/2016 06:33:39 AM,41.686123758,-87.639760794,"(41.686123758, -87.639760794)"
6341264,HP429416,07/02/2008 09:00:00 AM,004XX E 87TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0632,006,6,44,07,1180799,1847071,2008,02/04/2016 06:33:39 AM,41.735613434,-87.613204315,"(41.735613434, -87.613204315)"
6341267,HP427109,07/01/2008 01:00:00 PM,027XX S DEARBORN ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,2113,001,3,35,08B,1176316,1886559,2008,02/04/2016 06:33:39 AM,41.844074267,-87.628442088,"(41.844074267, -87.628442088)"
6341269,HP427578,07/01/2008 05:45:00 PM,064XX W GRAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2512,025,36,19,08A,1133120,1914970,2008,02/04/2016 06:33:39 AM,41.922901485,-87.786300844,"(41.922901485, -87.786300844)"
6341272,HP429566,07/02/2008 03:00:00 PM,059XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0233,002,20,40,07,1178172,1865727,2008,02/04/2016 06:33:39 AM,41.786867488,-87.622263593,"(41.786867488, -87.622263593)"
6341273,HP427720,07/01/2008 03:00:00 PM,113XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2234,022,34,75,08B,1171691,1829383,2008,02/04/2016 06:33:39 AM,41.687279206,-87.647088892,"(41.687279206, -87.647088892)"
6341274,HP424000,06/28/2008 09:00:00 AM,043XX W ADAMS ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1115,011,28,26,26,1147551,1898660,2008,02/04/2016 06:33:39 AM,41.877880264,-87.733694759,"(41.877880264, -87.733694759)"
